unix time ms,samples
1760403083735,48285288
1760403083775,48458349
1760403083815,48569478
1760403083855,48656676
1760403083895,48748935
1760403083935,48831924
1760403083975,48909217
1760403084015,48972360
1760403084055,49020358
1760403084095,49044557
1760403084135,49053443
1760403084175,49047511
1760403084215,49018359
1760403084255,48998565
1760403084295,48991039
1760403084335,48975006
1760403084375,48957902
1760403084415,48929958
1760403084455,48902434
1760403084495,48870377
1760403084535,48809032
1760403084575,48756713
1760403084615,48794510
1760403084655,48853748
1760403084695,48899248
1760403084735,48971329
1760403084775,49007415
1760403084815,48954992
1760403084855,49003546
1760403084895,49168029
1760403084935,49215955
1760403084975,49193751
1760403085015,49207177
1760403085055,49333296
1760403085095,49503679
1760403085135,49603800
1760403085175,49624581
1760403085215,49587295
1760403085255,49567717
1760403085295,49570839
1760403085335,49550022
1760403085375,49492051
1760403085415,49423368
1760403085455,49357027
1760403085495,49318011
1760403085534,49327212
1760403085574,49543614
1760403085614,49613189
1760403085654,49597296
1760403085694,49629733
1760403085734,49740990
1760403085774,49832181
1760403085814,49857995
1760403085854,49778132
1760403085894,49694807
1760403085934,49673614
1760403085974,49653588
1760403086014,49586476
1760403086054,49479332
1760403086094,49377149
1760403086134,49319358
1760403086174,49307090
1760403086214,49320581
1760403086254,49353393
1760403086294,49471502
1760403086334,49564579
1760403086374,49747202
1760403086414,49942791
1760403086454,49995877
1760403086494,50053904
1760403086534,50150979
1760403086574,50246615
1760403086614,50287846
1760403086654,50292514
1760403086694,50276170
1760403086734,50317281
1760403086774,50332758
1760403086814,50397324
1760403086854,50524729
1760403086894,50631889
1760403086934,50591538
1760403086974,50519745
1760403087014,50523994
1760403087054,50592022
1760403087094,50661668
1760403087134,50640655
1760403087174,50571916
1760403087214,50539475
1760403087254,50568582
1760403087294,50663675
1760403087334,50791952
1760403087374,50914704
1760403087414,51003997
1760403087453,51048641
1760403087493,51097055
1760403087533,51183449
1760403087573,51161105
1760403087613,51060397
1760403087653,50930701
1760403087693,50761145
1760403087733,50667268
1760403087773,50659797
1760403087813,50674743
1760403087853,50619366
1760403087893,50562287
1760403087933,50535430
1760403087973,50473830
1760403088013,50397596
1760403088053,50322129
1760403088093,50260753
1760403088133,50186054
1760403088173,50109296
1760403088213,50038303
1760403088253,49959791
1760403088293,49880051
1760403088333,49779271
1760403088373,49651238
1760403088413,49512277
1760403088453,49366624
1760403088493,49212054
1760403088533,49043749
1760403088573,48904344
1760403088613,48780576
1760403088653,48667125
1760403088693,48554801
1760403088733,48460999
1760403088773,48378158
1760403088813,48303020
1760403088853,48238242
1760403088893,48186822
1760403088933,48132940
1760403088973,48064477
1760403089013,48004683
1760403089053,47947000
1760403089093,47862996
1760403089133,47745040
1760403089173,47626040
1760403089213,47511322
1760403089253,47398746
1760403089293,47282145
1760403089333,47171287
1760403089372,47062135
1760403089412,46970414
1760403089452,46879627
1760403089492,46795057
1760403089532,46719686
1760403089572,46653624
1760403089612,46591399
1760403089652,46527768
1760403089692,46471549
1760403089732,46421204
1760403089772,46369685
1760403089812,46316900
1760403089852,46253530
1760403089892,46165585
1760403089932,46069576
1760403089972,45990077
1760403090012,45918281
1760403090052,45861389
1760403090092,45835679
1760403090132,45789211
1760403090172,45793017
1760403090212,45812239
1760403090252,45845792
1760403090292,45898276
1760403090332,45944895
1760403090372,46009922
1760403090412,46068531
1760403090452,46094392
1760403090492,46062646
1760403090532,46004217
1760403090572,45927179
1760403090612,45838441
1760403090652,45778335
1760403090692,45787695
1760403090732,45989233
1760403090772,46290738
1760403090811,46624942
1760403090851,47017615
1760403090891,47233124
1760403090931,47265823
1760403090971,47294124
1760403091011,47353728
1760403091051,47417278
1760403091091,47545886
1760403091131,47659199
1760403091171,47684989
1760403091211,47740887
1760403091251,47960563
1760403091291,48226487
1760403091331,48416456
1760403091371,48552154
1760403091411,48699291
1760403091451,48805474
1760403091491,48884541
1760403091531,49001509
1760403091571,48994107
1760403091611,48901302
1760403091651,48842662
1760403091691,48740778
1760403091731,48721938
1760403091770,48703067
1760403091810,48663017
1760403091850,48637990
1760403091890,48642258
1760403091930,48604327
1760403091970,48552265
1760403092010,48491737
1760403092050,48357465
1760403092090,48197523
1760403092130,48081197
1760403092170,47948743
1760403092210,47797820
1760403092251,47653756
1760403092291,47518630
1760403092331,47395737
1760403092371,47267982
1760403092411,47089351
1760403092451,46944705
1760403092491,46828690
1760403092531,46723814
1760403092571,46638229
1760403092611,46571324
1760403092651,46511087
1760403092691,46450178
1760403092730,46390694
1760403092770,46344276
1760403092810,46354731
1760403092850,46553990
1760403092890,46700956
1760403092930,46707082
1760403092970,46778697
1760403093010,46835128
1760403093050,46834324
1760403093090,46815434
1760403093130,46798020
1760403093170,46784251
1760403093210,46769066
1760403093250,46787987
1760403093290,46868038
1760403093330,46861681
1760403093370,46859703
1760403093410,47014191
1760403093450,47338131
1760403093490,47628509
1760403093530,47937736
1760403093570,48244544
1760403093610,48423094
1760403093650,48455211
1760403093689,48471621
1760403093729,48539510
1760403093769,48572160
1760403093809,48572190
1760403093849,48512656
1760403093889,48411023
1760403093929,48282345
1760403093969,48149247
1760403094009,48021021
1760403094049,47926287
1760403094089,47876997
1760403094129,47855807
1760403094170,47804117
1760403094210,47736981
1760403094250,47701369
1760403094290,47671602
1760403094330,47634765
1760403094370,47598039
1760403094410,47646194
1760403094450,47675449
1760403094490,47724708
1760403094530,47811518
1760403094570,47942125
1760403094610,47972986
1760403094649,47976100
1760403094689,48005656
1760403094729,48017225
1760403094769,47972394
1760403094809,47879337
1760403094849,47743800
1760403094889,47593238
1760403094929,47493684
1760403094969,47392553
1760403095009,47306346
1760403095049,47223945
1760403095089,47145541
1760403095129,47084661
1760403095169,47018118
1760403095209,46928024
1760403095249,46858628
1760403095289,46774349
1760403095329,46678340
1760403095369,46589652
1760403095409,46529646
1760403095449,46489666
1760403095489,46442957
1760403095529,46374475
1760403095569,46297156
1760403095608,46222196
1760403095648,46150852
1760403095688,46083596
1760403095728,46014581
1760403095768,45936248
1760403095808,45870166
1760403095848,45802668
1760403095888,45732911
1760403095928,45655080
1760403095968,45563108
1760403096008,45499527
1760403096048,45434731
1760403096089,45345079
1760403096129,45249913
1760403096169,45160301
1760403096209,45097022
1760403096249,45066150
1760403096289,45154115
1760403096329,45358285
1760403096369,45500973
1760403096409,45621798
1760403096449,45870357
1760403096489,46268333
1760403096529,46885934
1760403096568,47480548
1760403096608,47803765
1760403096648,48093882
1760403096688,48396320
1760403096728,48707918
1760403096768,48609800
1760403096808,48207576
1760403096848,47803203
1760403096888,47547051
1760403096928,47332497
1760403096968,47187871
1760403097008,47112831
1760403097048,47115041
1760403097088,47236448
1760403097128,47318909
1760403097168,47051590
1760403097208,46694720
1760403097248,46522958
1760403097288,46356980
1760403097328,46293801
1760403097368,46299003
1760403097408,46404242
1760403097448,46550515
1760403097488,46666138
1760403097527,46678541
1760403097567,46762810
1760403097607,46821299
1760403097647,47110019
1760403097687,47202001
1760403097727,47209975
1760403097767,47198828
1760403097807,47178551
1760403097847,47137275
1760403097887,47037490
1760403097927,46846436
1760403097967,46794947
1760403098008,46774650
1760403098048,46746330
1760403098088,46696517
1760403098128,46675678
1760403098168,46721735
1760403098208,46712053
1760403098248,46523641
1760403098288,46411533
1760403098328,46372858
1760403098368,46304095
1760403098408,46252314
1760403098448,46230080
1760403098487,46232149
1760403098527,46207403
1760403098567,46153313
1760403098607,46143220
1760403098647,46155110
1760403098687,46142969
1760403098727,46122411
1760403098767,46107377
1760403098807,46098067
1760403098847,46084931
1760403098887,46056209
1760403098927,46007813
1760403098967,45942715
1760403099007,45886064
1760403099047,45833420
1760403099087,45779178
1760403099127,45730320
1760403099167,45689557
1760403099207,45642627
1760403099247,45588908
1760403099287,45553497
1760403099327,45513667
1760403099367,45485838
1760403099407,45466617
1760403099446,45441931
1760403099486,45418582
1760403099526,45396719
1760403099566,45374775
1760403099606,45346224
1760403099646,45299525
1760403099686,45248216
1760403099726,45197861
1760403099766,45144283
1760403099806,45093999
1760403099846,45055665
1760403099886,45025507
1760403099927,44990598
1760403099967,44959415
1760403100007,44948328
1760403100047,44954063
1760403100087,44939480
1760403100127,44919304
1760403100167,44896899
1760403100207,44862362
1760403100247,44773694
1760403100287,44708436
1760403100327,44639050
1760403100367,44567656
1760403100406,44500661
1760403100446,44433555
1760403100486,44375337
1760403100526,44322411
1760403100566,44281778
1760403100606,44245955
1760403100646,44214330
1760403100686,44197197
1760403100726,44180095
1760403100766,44172301
1760403100806,44169218
1760403100846,44157036
1760403100886,44142384
1760403100926,44131969
1760403100966,44115539
1760403101006,44096398
1760403101046,44064442
1760403101086,44029151
1760403101126,43993128
1760403101166,43961734
1760403101206,43917425
1760403101246,43867021
1760403101286,43820934
1760403101326,43792694
1760403101365,43767316
1760403101405,43744247
1760403101445,43718789
1760403101485,43689876
1760403101525,43671005
1760403101565,43659727
1760403101605,43643327
1760403101645,43625070
1760403101685,43608419
1760403101725,43593555
1760403101765,43585672
1760403101805,43584045
1760403101846,43576422
1760403101886,43554870
1760403101926,43515322
1760403101966,43477250
1760403102006,43447001
1760403102046,43417816
1760403102086,43384213
1760403102126,43353653
1760403102166,43328084
1760403102206,43312749
1760403102246,43297303
1760403102286,43284428
1760403102325,43269213
1760403102365,43252602
1760403102405,43240109
1760403102445,43235731
1760403102485,43230940
1760403102525,43224463
1760403102565,43214480
1760403102605,43208595
1760403102645,43209037
1760403102685,43210041
1760403102725,43199416
1760403102765,43171607
1760403102805,43232773
1760403102845,43212188
1760403102885,43190947
1760403102925,43174271
1760403102965,43158326
1760403103005,43141266
1760403103045,43128895
1760403103085,43122587
1760403103125,43118610
1760403103165,43112267
1760403103205,43103729
1760403103245,43097665
1760403103284,43091901
1760403103324,43089391
1760403103364,43087113
1760403103404,43081381
1760403103444,43073790
1760403103484,43064589
1760403103524,43044115
1760403103564,43016327
1760403103604,42991736
1760403103644,42970751
1760403103684,42954919
1760403103724,42945513
1760403103765,42935476
1760403103805,42926587
1760403103845,42915055
1760403103885,42908703
1760403103925,42906397
1760403103965,42904870
1760403104005,42902532
1760403104045,42897891
1760403104085,42898926
1760403104125,42902156
1760403104165,42907564
1760403104205,42910310
1760403104244,42910078
1760403104284,42902400
1760403104324,42884389
1760403104364,42869715
1760403104404,42855549
1760403104444,42841831
1760403104484,42826130
1760403104524,42820682
1760403104564,42820274
1760403104604,42820870
1760403104644,42822265
1760403104684,42821729
1760403104724,42835914
1760403104764,42850693
1760403104804,42865690
1760403104844,42876804
1760403104884,42880732
1760403104924,42880055
1760403104964,42885665
1760403105004,42904729
1760403105044,42922187
1760403105084,42928814
1760403105124,42920382
1760403105164,42896168
1760403105203,42877603
1760403105243,42862280
1760403105283,42846580
1760403105323,42824488
1760403105363,42807504
1760403105403,42799870
1760403105443,42793871
1760403105483,42789269
1760403105523,42780716
1760403105563,42773250
1760403105603,42768623
1760403105643,42768322
1760403105684,42767383
1760403105724,42764663
1760403105764,42759712
1760403105804,42759870
1760403105844,42766183
1760403105884,42771741
1760403105924,42773722
1760403105964,42769583
1760403106004,42749604
1760403106044,42731088
1760403106084,42717434
1760403106124,42704082
1760403106163,42689629
1760403106203,42675282
1760403106243,42669943
1760403106283,42671352
1760403106323,42672221
1760403106363,42671765
1760403106403,42668847
1760403106443,42664526
1760403106483,42664807
1760403106523,42673088
1760403106563,42677355
1760403106603,42678401
1760403106643,42675392
1760403106683,42673801
1760403106723,42679884
1760403106763,42687429
1760403106803,42681966
1760403106843,42656977
1760403106883,42633491
1760403106923,42619576
1760403106963,42611112
1760403107003,42604884
1760403107043,42603075
1760403107083,42590748
1760403107123,42580782
1760403107163,42577888
1760403107203,42581778
1760403107243,42584293
1760403107283,42584319
1760403107323,42580853
1760403107363,42579389
1760403107403,42586029
1760403107443,42594716
1760403107483,42601604
1760403107523,42602897
1760403107563,42603003
1760403107603,42607195
1760403107643,42599256
1760403107683,42584612
1760403107723,42568425
1760403107763,42546669
1760403107803,42529079
1760403107843,42519386
1760403107883,42519713
1760403107923,42519462
1760403107963,42514584
1760403108003,42512082
1760403108043,42517141
1760403108082,42525184
1760403108122,42532904
1760403108162,42533534
1760403108202,42527479
1760403108242,42525111
1760403108282,42527302
1760403108322,42536382
1760403108362,42544979
1760403108402,42548585
1760403108442,42545864
1760403108482,42532424
1760403108522,42514360
1760403108561,42504552
1760403108601,42494730
1760403108641,42474720
1760403108681,42455270
1760403108721,42445329
1760403108761,42431347
1760403108801,42374602
1760403108841,42333763
1760403108881,42325559
1760403108921,42366418
1760403108961,42426647
1760403109001,42499696
1760403109041,42563857
1760403109081,42607161
1760403109121,42637681
1760403109161,42666213
1760403109201,42667389
1760403109241,42660195
1760403109281,42648795
1760403109321,42636580
1760403109361,42610850
1760403109401,42562041
1760403109441,42507466
1760403109481,42463166
1760403109521,42371343
1760403109561,42234709
1760403109601,42152769
1760403109641,42091484
1760403109681,42041261
1760403109721,42001552
1760403109761,41960074
1760403109801,41919784
1760403109841,41807516
1760403109881,41600039
1760403109921,41504447
1760403109961,41585544
1760403110001,41729987
1760403110041,41896136
1760403110081,42067937
1760403110121,42234136
1760403110161,42380212
1760403110201,42514261
1760403110241,42595987
1760403110281,42645870
1760403110321,42681536
1760403110361,42713176
1760403110401,42738020
1760403110441,42764695
1760403110480,42801791
1760403110520,42804553
1760403110560,42839632
1760403110600,42927104
1760403110640,43012767
1760403110680,43076025
1760403110720,43124592
1760403110760,43166292
1760403110800,43182134
1760403110840,43182662
1760403110880,43182612
1760403110920,43191481
1760403110960,43198125
1760403111000,43206517
1760403111040,43203392
1760403111080,43190510
1760403111120,43172727
1760403111160,43152184
1760403111200,43128355
1760403111240,43105151
1760403111280,43082890
1760403111320,43059256
1760403111360,43030742
1760403111400,42996180
1760403111440,42966458
1760403111480,42939534
1760403111520,42911352
1760403111560,42888571
1760403111600,42868595
1760403111640,42850673
1760403111680,42830369
1760403111720,42809960
1760403111760,42793128
1760403111800,42769332
1760403111840,42727818
1760403111880,42686363
1760403111920,42654528
1760403111960,42619375
1760403112000,42574679
1760403112040,42527802
1760403112080,42471761
1760403112120,42418795
1760403112160,42390619
1760403112200,42364151
1760403112240,42336300
1760403112280,42290782
1760403112320,42245815
1760403112360,42221805
1760403112399,42211577
1760403112439,42194015
1760403112479,42174778
1760403112519,42161244
1760403112559,42154458
1760403112599,42142303
1760403112639,42107279
1760403112679,42062614
1760403112719,42026012
1760403112759,41994004
1760403112799,41955640
1760403112839,41920585
1760403112879,41887905
1760403112919,41866927
1760403112959,41843455
1760403112999,41817068
1760403113039,41791625
1760403113079,41771548
1760403113119,41757330
1760403113159,41738814
1760403113199,41712416
1760403113239,41693509
1760403113279,41688112
1760403113319,41682273
1760403113359,41672362
1760403113399,41652772
1760403113439,41630393
1760403113479,41605324
1760403113519,41576495
1760403113559,41539000
1760403113599,41499994
1760403113639,41465808
1760403113679,41430491
1760403113719,41405064
1760403113759,41373789
1760403113799,41342000
1760403113839,41319310
1760403113879,41299766
1760403113919,41278948
1760403113959,41259554
1760403113999,41246857
1760403114039,41240151
1760403114079,41232584
1760403114119,41221978
1760403114159,41205417
1760403114199,41192580
1760403114239,41168109
1760403114279,41137123
1760403114318,41108347
1760403114358,41075709
1760403114398,41050423
1760403114438,41036383
1760403114478,41015013
1760403114518,40994179
1760403114558,40978947
1760403114598,40973624
1760403114638,40969419
1760403114678,40957766
1760403114718,40942423
1760403114758,40941402
1760403114798,40947343
1760403114838,40948888
1760403114878,40939848
1760403114918,40926607
1760403114958,40928674
1760403114998,40935750
1760403115038,40928668
1760403115078,40904838
1760403115118,40875006
1760403115158,40856729
1760403115198,40847299
1760403115238,40832681
1760403115278,40807572
1760403115318,40781255
1760403115358,40767295
1760403115398,40762023
1760403115438,40749538
1760403115478,40738138
1760403115518,40735751
1760403115558,40740466
1760403115598,40742333
1760403115638,40737851
1760403115678,40734581
1760403115718,40739103
1760403115758,40733246
1760403115798,40712511
1760403115838,40694645
1760403115878,40668047
1760403115918,40626684
1760403115958,40583107
1760403115998,40537734
1760403116038,40504367
1760403116078,40472938
1760403116118,40430035
1760403116158,40396681
1760403116198,40373539
1760403116237,40358881
1760403116277,40352753
1760403116317,40352813
1760403116357,40365143
1760403116397,40399364
1760403116437,40444216
1760403116477,40478785
1760403116517,40499984
1760403116557,40512245
1760403116597,40522949
1760403116637,40526793
1760403116677,40523307
1760403116717,40514634
1760403116757,40498565
1760403116797,40484156
1760403116837,40479503
1760403116877,40478793
1760403116917,40470136
1760403116957,40459241
1760403116997,40457433
1760403117037,40458298
1760403117077,40456301
1760403117117,40458777
1760403117157,40469668
1760403117197,40480398
1760403117237,40487879
1760403117277,40489832
1760403117317,40498159
1760403117357,40510690
1760403117397,40522104
1760403117437,40510698
1760403117477,40493370
1760403117517,40483658
1760403117557,40483317
1760403117597,40469612
1760403117637,40450958
1760403117677,40441807
1760403117717,40447997
1760403117757,40454651
1760403117797,40453523
1760403117837,40444133
1760403117877,40441731
1760403117917,40447546
1760403117957,40452680
1760403117997,40449842
1760403118037,40447833
1760403118077,40450044
1760403118117,40455301
1760403118156,40456458
1760403118196,40460178
1760403118236,40468385
1760403118276,40469746
1760403118316,40453285
1760403118356,40438441
1760403118396,40429498
1760403118436,40425138
1760403118476,40411957
1760403118516,40397977
1760403118556,40389217
1760403118596,40390340
1760403118636,40388253
1760403118676,40383426
1760403118716,40381232
1760403118756,40385526
1760403118796,40391472
1760403118836,40400898
1760403118876,40410747
1760403118916,40414196
1760403118956,40410131
1760403118996,40415392
1760403119036,40430046
1760403119076,40437132
1760403119116,40420484
1760403119156,40392627
1760403119196,40376060
1760403119236,40372541
1760403119276,40369865
1760403119316,40361313
1760403119356,40352377
1760403119396,40356630
1760403119436,40363981
1760403119476,40362522
1760403119516,40349007
1760403119556,40339074
1760403119596,40339447
1760403119636,40343070
1760403119676,40335840
1760403119716,40324657
1760403119756,40331135
1760403119796,40346530
1760403119836,40352975
1760403119876,40343757
1760403119916,40328545
1760403119956,40322757
1760403119996,40320086
1760403120036,40303327
1760403120075,40282546
1760403120115,40273694
1760403120155,40281827
1760403120195,40293767
1760403120235,40291548
1760403120275,40280648
1760403120315,40279894
1760403120355,40291508
1760403120395,40299391
1760403120435,40298603
1760403120475,40291329
1760403120515,40294391
1760403120555,40307962
1760403120595,40323026
1760403120635,40316555
1760403120675,40300894
1760403120715,40290346
1760403120755,40289354
1760403120795,40275277
1760403120835,40252512
1760403120875,40236102
1760403120915,40238734
1760403120955,40246188
1760403120995,40242544
1760403121035,40229177
1760403121075,40220975
1760403121115,40229702
1760403121155,40243487
1760403121195,40244894
1760403121235,40238194
1760403121275,40241478
1760403121315,40256599
1760403121355,40269988
1760403121395,40274752
1760403121435,40270127
1760403121475,40269301
1760403121515,40271497
1760403121555,40265984
1760403121595,40251878
1760403121635,40236642
1760403121675,40234675
1760403121715,40237321
1760403121755,40237437
1760403121795,40226970
1760403121835,40219355
1760403121875,40223553
1760403121915,40226175
1760403121955,40219837
1760403121994,40207682
1760403122034,40204477
1760403122074,40212330
1760403122114,40217777
1760403122154,40213027
1760403122194,40208679
1760403122234,40213425
1760403122274,40224567
1760403122314,40222975
1760403122354,40201904
1760403122394,40178521
1760403122434,40170097
1760403122474,40168050
1760403122514,40166306
1760403122554,40161033
1760403122594,40165336
1760403122634,40173862
1760403122674,40184648
1760403122714,40188532
1760403122754,40185390
1760403122794,40181710
1760403122834,40194122
1760403122874,40206779
1760403122914,40207106
1760403122954,40198461
1760403122994,40199667
1760403123034,40215599
1760403123074,40229033
1760403123114,40223394
1760403123154,40213405
1760403123194,40212552
1760403123234,40214654
1760403123274,40214500
1760403123314,40212358
1760403123354,40215588
1760403123394,40224067
1760403123434,40228601
1760403123474,40232693
1760403123514,40238201
1760403123554,40256000
1760403123594,40266580
1760403123634,40275145
1760403123674,40280014
1760403123714,40285281
1760403123754,40293316
1760403123794,40301848
1760403123834,40301645
1760403123874,40294295
1760403123913,40287345
1760403123953,40281691
1760403123993,40275819
1760403124033,40268246
1760403124073,40261996
1760403124113,40260588
1760403124153,40262233
1760403124193,40265499
1760403124233,40265323
1760403124273,40268938
1760403124313,40271717
1760403124353,40273383
1760403124393,40275261
1760403124433,40278980
1760403124473,40285924
1760403124513,40292982
1760403124553,40302622
1760403124593,40311483
1760403124633,40316691
1760403124673,40309678
1760403124713,40301853
1760403124753,40300391
1760403124793,40296778
1760403124833,40292103
1760403124873,40288204
1760403124913,40292702
1760403124953,40295555
1760403124993,40297581
1760403125033,40298766
1760403125073,40303211
1760403125113,40308173
1760403125153,40309825
1760403125193,40316161
1760403125233,40326793
1760403125273,40334679
1760403125313,40341088
1760403125353,40347069
1760403125393,40353407
1760403125433,40362972
1760403125473,40373289
1760403125513,40376408
1760403125553,40370512
1760403125593,40360659
1760403125633,40356590
1760403125673,40349265
1760403125713,40337127
1760403125753,40326063
1760403125793,40325331
1760403125832,40332834
1760403125872,40336517
1760403125912,40332763
1760403125952,40331027
1760403125992,40332389
1760403126032,40341336
1760403126072,40347982
1760403126112,40347478
1760403126152,40345905
1760403126192,40351143
1760403126232,40362358
1760403126272,40365165
1760403126311,40367453
1760403126351,40369398
1760403126391,40376911
1760403126431,40384520
1760403126471,40375652
1760403126511,40360270
1760403126551,40350565
1760403126591,40346508
1760403126631,40340594
1760403126671,40329585
1760403126711,40323772
1760403126751,40324198
1760403126792,40317312
1760403126832,40309133
1760403126872,40303860
1760403126912,40305661
1760403126952,40311389
1760403126992,40314086
1760403127032,40317655
1760403127072,40323802
1760403127112,40332809
1760403127152,40338485
1760403127192,40343969
1760403127232,40349896
1760403127271,40346621
1760403127311,40339645
1760403127351,40331014
1760403127391,40324851
1760403127431,40316589
1760403127471,40314712
1760403127511,40315408
1760403127551,40326066
1760403127591,40340419
1760403127631,40358600
1760403127671,40374412
1760403127711,40389989
1760403127751,40408467
1760403127791,40424498
1760403127831,40440534
1760403127871,40450892
1760403127911,40458669
1760403127951,40468913
1760403127991,40482731
1760403128031,40514934
1760403128071,40601224
1760403128111,40688199
1760403128151,40749154
1760403128191,40811213
1760403128231,40861750
1760403128271,40898633
1760403128311,40922343
1760403128351,40939034
1760403128391,40951687
1760403128431,40956142
1760403128471,40952257
1760403128511,40948589
1760403128551,40942516
1760403128591,40937812
1760403128631,40938593
1760403128671,40936192
1760403128711,40931031
1760403128751,40927902
1760403128791,40922454
1760403128831,40913721
1760403128871,40901442
1760403128911,40892285
1760403128951,40880447
1760403128991,40871403
1760403129031,40847803
1760403129071,40826947
1760403129111,40808307
1760403129151,40794096
1760403129190,40781255
1760403129230,40771576
1760403129270,40758552
1760403129310,40745436
1760403129350,40732084
1760403129390,40723678
1760403129430,40714476
1760403129470,40708219
1760403129510,40694856
1760403129550,40684505
1760403129590,40676384
1760403129630,40676258
1760403129670,40674046
1760403129710,40666413
1760403129750,40661714
1760403129790,40659938
1760403129830,40659450
1760403129870,40644096
1760403129910,40620576
1760403129950,40597155
1760403129990,40579990
1760403130030,40565717
1760403130070,40552288
1760403130110,40542523
1760403130149,40535251
1760403130189,40535863
1760403130229,40539179
1760403130269,40544839
1760403130309,40542908
1760403130349,40538123
1760403130389,40545508
1760403130429,40551298
1760403130469,40546856
1760403130509,40536568
1760403130549,40535386
1760403130589,40545819
1760403130630,40541935
1760403130670,40523226
1760403130710,40499773
1760403130750,40489515
1760403130790,40482385
1760403130830,40466625
1760403130870,40445033
1760403130910,40428592
1760403130950,40423299
1760403130990,40424759
1760403131030,40418741
1760403131070,40405354
1760403131109,40397038
1760403131149,40400173
1760403131189,40407024
1760403131229,40388980
1760403131269,40340794
1760403131309,40304090
1760403131349,40328192
1760403131389,40478239
1760403131429,40635341
1760403131469,40730384
1760403131509,40801354
1760403131549,40859469
1760403131589,40915433
1760403131629,40951734
1760403131669,40970531
1760403131709,40984314
1760403131749,40991297
1760403131789,41048123
1760403131829,41153934
1760403131869,41284855
1760403131909,41453314
1760403131949,41586702
1760403131989,41666029
1760403132029,41704775
1760403132069,41731785
1760403132109,41764288
1760403132149,41799092
1760403132189,41830152
1760403132229,41851733
1760403132269,41865138
1760403132309,41893596
1760403132349,41939171
1760403132389,41991423
1760403132429,42031030
1760403132469,42158488
1760403132509,42372169
1760403132549,42566063
1760403132589,42797179
1760403132629,43066579
1760403132669,43256001
1760403132709,43436061
1760403132749,43599277
1760403132789,43713248
1760403132829,43799810
1760403132869,43874074
1760403132909,43903625
1760403132949,43878686
1760403132989,43864636
1760403133028,43862330
1760403133068,43798156
1760403133108,43638993
1760403133148,43493008
1760403133188,43381260
1760403133228,43293506
1760403133268,43218667
1760403133308,43176337
1760403133348,43159146
1760403133388,43152998
1760403133428,43165793
1760403133468,43213115
1760403133508,43218315
1760403133548,43181130
1760403133588,43213775
1760403133628,43288278
1760403133668,43520984
1760403133708,43667305
1760403133748,43577560
1760403133788,43662816
1760403133828,43644125
1760403133868,43717281
1760403133908,44009765
1760403133948,44532398
1760403133987,44813003
1760403134027,45024253
1760403134067,45268687
1760403134107,45487008
1760403134147,45711632
1760403134187,45913941
1760403134227,46005771
1760403134267,46014537
1760403134307,45982068
1760403134347,45898280
1760403134387,45812445
1760403134427,45732965
1760403134468,45644616
1760403134508,45477347
1760403134548,45313847
1760403134588,45209457
1760403134628,45122047
1760403134668,45030276
1760403134708,44931754
1760403134748,44833332
1760403134788,44737960
1760403134828,44646585
1760403134868,44561517
1760403134908,44485615
1760403134947,44384877
1760403134987,44320864
1760403135027,44255154
1760403135067,44191674
1760403135107,44131066
1760403135147,44089659
1760403135187,44064894
1760403135227,44024602
1760403135267,43985746
1760403135307,43942944
1760403135347,43905655
1760403135387,43869049
1760403135427,43826407
1760403135467,43764102
1760403135507,43691242
1760403135547,43628494
1760403135587,43571652
1760403135627,43520424
1760403135667,43474126
1760403135707,43402973
1760403135747,43306402
1760403135787,43222665
1760403135827,43150538
1760403135867,43087881
1760403135906,43034945
1760403135946,42987352
1760403135986,42942431
1760403136026,42897489
1760403136066,42858272
1760403136106,42817508
1760403136146,42776182
1760403136186,42728489
1760403136226,42681820
1760403136266,42645265
1760403136306,42613901
1760403136346,42584395
1760403136387,42553011
1760403136427,42510169
1760403136467,42467356
1760403136507,42429957
1760403136547,42401134
1760403136587,42377052
1760403136627,42347034
1760403136667,42316313
1760403136707,42292853
1760403136747,42262885
1760403136787,42231120
1760403136827,42202146
1760403136866,42168071
1760403136906,42121031
1760403136946,42075868
1760403136986,42041140
1760403137026,42002666
1760403137066,41966964
1760403137106,41946838
1760403137146,41937207
1760403137186,41935530
1760403137226,41932216
1760403137266,41932919
1760403137306,41925618
1760403137346,41906095
1760403137386,41894074
1760403137426,41886752
1760403137466,41879431
1760403137506,41873064
1760403137546,41862318
1760403137586,41831587
1760403137626,41799802
1760403137666,41765707
1760403137706,41733399
1760403137746,41717180
1760403137786,41712620
1760403137826,41705289
1760403137866,41692555
1760403137906,41675000
1760403137946,41660790
1760403137986,41651259
1760403138026,41639860
1760403138066,41629938
1760403138106,41626594
1760403138146,41642210
1760403138186,41674588
1760403138226,41710431
1760403138266,41732435
1760403138306,41776044
1760403138346,41784642
1760403138386,41785277
1760403138426,41783323
1760403138466,41779214
1760403138506,41774109
1760403138546,41770236
1760403138586,41767398
1760403138626,41762977
1760403138666,41754227
1760403138706,41749495
1760403138746,41737543
1760403138785,41717582
1760403138825,41699291
1760403138865,41685053
1760403138905,41676063
1760403138945,41654854
1760403138985,41619787
1760403139025,41588105
1760403139065,41564970
1760403139105,41548046
1760403139145,41533085
1760403139185,41526857
1760403139225,41530782
1760403139265,41534560
1760403139305,41541802
1760403139345,41551244
1760403139385,41566833
1760403139425,41580591
1760403139465,41594029
1760403139505,41596176
1760403139545,41597103
1760403139585,41595664
1760403139625,41595392
